"","X","id","base.id","base.name","base.fiat","base.route","quote.id","quote.name","quote.fiat","quote.route","route","markets.exchange","markets.pair","markets.active","markets.route","bid.price1","bid.size1","ask.price1","ask.size1","bid.price2","bid.size2","ask.price2","ask.size2","bid.price3","bid.size3","ask.price3","ask.size3"
"29",32,"nxtusd","nxt","NXT",FALSE,"https://api.cryptowat.ch/assets/nxt","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/nxtusd","poloniex","nxtusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/nxtusd",0,0,0,0,0,0,0,0,0,0,0,0
"30",33,"ltcxmr","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","xmr","Monero",FALSE,"https://api.cryptowat.ch/assets/xmr","https://api.cryptowat.ch/pairs/ltcxmr","poloniex","ltcxmr",TRUE,"https://api.cryptowat.ch/markets/poloniex/ltcxmr",0.47107822,9.390234,0.47700027,0.0038787,0.47107744,1.4394687,0.4793739,0.01798878,0.47107738,0.01214244,0.47986227,0.03748923
"31",34,"bchusd","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/bchusd","bitfinex","bchusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bchusd",0,0,0,0,0,0,0,0,0,0,0,0
"32",35,"bchusd","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/bchusd","kraken","bchusd",TRUE,"https://api.cryptowat.ch/markets/kraken/bchusd",0,0,0,0,0,0,0,0,0,0,0,0
"33",36,"bchusd","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/bchusd","cexio","bchusd",TRUE,"https://api.cryptowat.ch/markets/cexio/bchusd",0,0,0,0,0,0,0,0,0,0,0,0
"34",37,"bchusd","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/bchusd","quoine","bchusd",TRUE,"https://api.cryptowat.ch/markets/quoine/bchusd",0,0,0,0,0,0,0,0,0,0,0,0
"35",38,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","bitfinex","btcusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"36",39,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","gdax","btcusd",TRUE,"https://api.cryptowat.ch/markets/gdax/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"37",40,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","bitstamp","btcusd",TRUE,"https://api.cryptowat.ch/markets/bitstamp/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"38",41,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","kraken","btcusd",TRUE,"https://api.cryptowat.ch/markets/kraken/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"39",44,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","cexio","btcusd",TRUE,"https://api.cryptowat.ch/markets/cexio/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"40",45,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","gemini","btcusd",TRUE,"https://api.cryptowat.ch/markets/gemini/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"41",46,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","quoine","btcusd",TRUE,"https://api.cryptowat.ch/markets/quoine/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"42",47,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","okcoin","btcusd",TRUE,"https://api.cryptowat.ch/markets/okcoin/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"43",49,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","poloniex","btcusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"44",51,"btcusd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd","bitsquare","btcusd",TRUE,"https://api.cryptowat.ch/markets/bitsquare/btcusd",0,0,0,0,0,0,0,0,0,0,0,0
"45",52,"dogebtc","doge","Dogecoin",FALSE,"https://api.cryptowat.ch/assets/doge","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/dogebtc","kraken","dogebtc",TRUE,"https://api.cryptowat.ch/markets/kraken/dogebtc",4.1e-07,7099669,4.3e-07,7818941.5,4e-07,14385237,4.4e-07,16376610,3.9e-07,11812674,4.42e-07,13038.109
"46",53,"zecxmr","zec","ZEC",FALSE,"https://api.cryptowat.ch/assets/zec","xmr","Monero",FALSE,"https://api.cryptowat.ch/assets/xmr","https://api.cryptowat.ch/pairs/zecxmr","poloniex","zecxmr",TRUE,"https://api.cryptowat.ch/markets/poloniex/zecxmr",2.0375175,0.00025294,2.045442,0.0008118,2.022035,3.670315,2.053979,2.0595388,2.0189605,3.065208,2.072656,74.02624
"47",55,"repbtc","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/repbtc","kraken","repbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/repbtc",0.005501,37.657,0.005553,0.862,0.0055,1.001,0.005554,75.396,0.00548,9.454,0.005693,1.723
"48",56,"repbtc","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/repbtc","qryptos","repbtc",TRUE,"https://api.cryptowat.ch/markets/qryptos/repbtc",0,0,0,0,0,0,0,0,0,0,0,0
"49",57,"repbtc","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/repbtc","poloniex","repbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/repbtc",0.005456,5.3495736,0.00549308,5.056892,0.00545599,150.963,0.00549309,22.898865,0.00545598,136.23302,0.00549391,3.2184215
"50",58,"bcheth","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/bcheth","bitfinex","bcheth",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bcheth",1.5172,5.5462418,1.5229,8,1.5067,36.323235,1.523,4.2588425,1.5033,0.551526,1.5284,27.27
"51",59,"zecgbp","zec","ZEC",FALSE,"https://api.cryptowat.ch/assets/zec","gbp","British Pound",TRUE,"https://api.cryptowat.ch/assets/gbp","https://api.cryptowat.ch/pairs/zecgbp","kraken","zecgbp",TRUE,"https://api.cryptowat.ch/markets/kraken/zecgbp",0,0,0,0,0,0,0,0,0,0,0,0
"52",60,"xrpjpy","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","jpy","Japanese Yen",TRUE,"https://api.cryptowat.ch/assets/jpy","https://api.cryptowat.ch/pairs/xrpjpy","kraken","xrpjpy",TRUE,"https://api.cryptowat.ch/markets/kraken/xrpjpy",0,0,0,0,0,0,0,0,0,0,0,0
"53",61,"nxtbtc","nxt","NXT",FALSE,"https://api.cryptowat.ch/assets/nxt","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/nxtbtc","poloniex","nxtbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/nxtbtc",2.4e-05,623.1617,2.415e-05,399.2403,2.398e-05,70207.02,2.416e-05,63,2.396e-05,52048.793,2.417e-05,25451.158
"54",62,"ltcusd-biweekly-futures","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd-biweekly-futures","okcoin","ltcusd-biweekly-futures",TRUE,"https://api.cryptowat.ch/markets/okcoin/ltcusd-biweekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"55",63,"xmrbtc","xmr","Monero",FALSE,"https://api.cryptowat.ch/assets/xmr","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xmrbtc","bitfinex","xmrbtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/xmrbtc",0.028789,77.5872,0.029007,0.2601054,0.028788,135.17882,0.029008,84.381,0.028786,8.625784,0.02901,48.224
"56",64,"xmrbtc","xmr","Monero",FALSE,"https://api.cryptowat.ch/assets/xmr","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xmrbtc","kraken","xmrbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/xmrbtc",0.029085,11.107,0.029304,5.605,0.029067,1.19,0.029305,27.163,0.029036,1.223,0.029306,5
"57",65,"xmrbtc","xmr","Monero",FALSE,"https://api.cryptowat.ch/assets/xmr","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xmrbtc","qryptos","xmrbtc",TRUE,"https://api.cryptowat.ch/markets/qryptos/xmrbtc",0.02848,10,0,0,0,0,0,0,0,0,0,0
"58",66,"xmrbtc","xmr","Monero",FALSE,"https://api.cryptowat.ch/assets/xmr","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xmrbtc","poloniex","xmrbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/xmrbtc",0.02881487,0.0347043,0.028965,5.6806,0.02881199,2.8347137,0.02896998,40.36309,0.02878244,0.00379567,0.02897998,2.2886438
"59",67,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","bitfinex","ethbtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/ethbtc",0.08076,0.25,0.080851,0.18144614,0.080755,0.75,0.080852,72.727,0.080723,3.1003985,0.08088,6
"60",68,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","gdax","ethbtc",TRUE,"https://api.cryptowat.ch/markets/gdax/ethbtc",0.0807,0.01,0.08078,0.4894625,0.08067,0.833812,0.08079,1.8937457,0.08065,9.38,0.08084,26.46
"61",69,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","bitstamp","ethbtc",TRUE,"https://api.cryptowat.ch/markets/bitstamp/ethbtc",0.08075001,1.0539879,0.08105457,50.697357,0.08075,62,0.0810549,2,0.08063454,0.21105503,0.08118077,0.9556793
"62",70,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","kraken","ethbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/ethbtc",0.080502,1,0.080509,0.205,0.080498,1.428,0.08051,9.742,0.08049,0.031,0.080511,1.112
"63",73,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","cexio","ethbtc",TRUE,"https://api.cryptowat.ch/markets/cexio/ethbtc",0.08068117,1,0.08108317,13.751861,0.08068116,0.6,0.08108351,0.6,0.08064279,5.73864,0.08108354,9.207337
"64",74,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","gemini","ethbtc",TRUE,"https://api.cryptowat.ch/markets/gemini/ethbtc",0.08073,31.0565,0.08074,139.018,0.08066,0.0101,0.08077,44.386,0.08059,75.737,0.08078,0.108
"65",75,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","quoine","ethbtc",TRUE,"https://api.cryptowat.ch/markets/quoine/ethbtc",0.0776,55,0.084,55.2,0.07759,7,0.08401,3,0.07648,5,0.085,1
"66",76,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","qryptos","ethbtc",TRUE,"https://api.cryptowat.ch/markets/qryptos/ethbtc",0.05011,20,0.12499,6.5,0.0501,10,0.125,50,0.04927,20,0.2,25
"67",77,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","bitflyer","ethbtc",TRUE,"https://api.cryptowat.ch/markets/bitflyer/ethbtc",0.08089,2,0.08117,0.238,0.08076,0.2160099,0.08145,1,0.08069,25.86506,0.08167,0.29
"68",78,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","poloniex","ethbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/ethbtc",0.0808,0.8524768,0.08080001,4.781079,0.08079414,0.49875,0.0808322,71.717,0.08079413,2.4754274,0.08083221,11.144032
"69",79,"ethbtc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/ethbtc","bitsquare","ethbtc",TRUE,"https://api.cryptowat.ch/markets/bitsquare/ethbtc",0,0,0,0,0,0,0,0,0,0,0,0
"70",80,"bchbtc","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/bchbtc","bitfinex","bchbtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bchbtc",0.1229,19.3825,0.12303,8.9117,0.1228,18.5001,0.12304,13.266651,0.1227,7.142423,0.12307,0.016571
"71",81,"bchbtc","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/bchbtc","kraken","bchbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/bchbtc",0.121501,1.074,0.122066,2.518,0.121285,0.695,0.122068,1.151,0.121284,0.583,0.122069,0.211
"72",82,"bchbtc","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/bchbtc","bitflyer","bchbtc",TRUE,"https://api.cryptowat.ch/markets/bitflyer/bchbtc",0.12201,110,0.12797,0.1,0.122,1.5,0.12799,10,0.12152,2.3720162,0.128,0.597
"73",83,"bchbtc","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/bchbtc","poloniex","bchbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/bchbtc",0.12279709,4.5670304,0.12319993,2.8434408,0.12279707,1.6831108,0.12319994,0.00499256,0.12279706,0.00150005,0.12319995,70.23547
"74",84,"usdtusd","usdt","Tether",FALSE,"https://api.cryptowat.ch/assets/usdt","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/usdtusd","kraken","usdtusd",TRUE,"https://api.cryptowat.ch/markets/kraken/usdtusd",0,0,0,0,0,0,0,0,0,0,0,0
"75",86,"daobtc","dao","Decentralized Autonomous Organization",FALSE,"https://api.cryptowat.ch/assets/dao","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/daobtc","poloniex","daobtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/daobtc",0,0,0,0,0,0,0,0,0,0,0,0
"76",87,"btckrw","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","krw","South Korean Won",TRUE,"https://api.cryptowat.ch/assets/krw","https://api.cryptowat.ch/pairs/btckrw","bithumb","btckrw",TRUE,"https://api.cryptowat.ch/markets/bithumb/btckrw",0,0,0,0,0,0,0,0,0,0,0,0
"77",88,"btcgbp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","gbp","British Pound",TRUE,"https://api.cryptowat.ch/assets/gbp","https://api.cryptowat.ch/pairs/btcgbp","gdax","btcgbp",TRUE,"https://api.cryptowat.ch/markets/gdax/btcgbp",0,0,0,0,0,0,0,0,0,0,0,0
"78",89,"btcgbp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","gbp","British Pound",TRUE,"https://api.cryptowat.ch/assets/gbp","https://api.cryptowat.ch/pairs/btcgbp","kraken","btcgbp",TRUE,"https://api.cryptowat.ch/markets/kraken/btcgbp",0,0,0,0,0,0,0,0,0,0,0,0
"79",90,"ethidr","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","idr","Indonesian Rupiah",TRUE,"https://api.cryptowat.ch/assets/idr","https://api.cryptowat.ch/pairs/ethidr","quoine","ethidr",TRUE,"https://api.cryptowat.ch/markets/quoine/ethidr",0,0,0,0,0,0,0,0,0,0,0,0
"80",91,"fctbtc","fct","Factom",FALSE,"https://api.cryptowat.ch/assets/fct","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/fctbtc","poloniex","fctbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/fctbtc",0.0066898,0.9481308,0.00669596,1.9819796,0.00668975,1.0007753,0.00670379,1.5103781,0.00667085,41.441795,0.00671046,1.4941251
"81",92,"gntbtc","gnt","Golem",FALSE,"https://api.cryptowat.ch/assets/gnt","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/gntbtc","poloniex","gntbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/gntbtc",6.731e-05,514.5475,6.767e-05,26.470423,6.724e-05,114.289215,6.774e-05,366.44006,6.722e-05,2804.1091,6.775e-05,183.73761
"82",93,"repcad","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","cad","Canadian dollar",TRUE,"https://api.cryptowat.ch/assets/cad","https://api.cryptowat.ch/pairs/repcad","kraken","repcad",TRUE,"https://api.cryptowat.ch/markets/kraken/repcad",0,0,0,0,0,0,0,0,0,0,0,0
"83",94,"btcinr","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","inr","Indian Rupee",TRUE,"https://api.cryptowat.ch/assets/inr","https://api.cryptowat.ch/pairs/btcinr","quoine","btcinr",TRUE,"https://api.cryptowat.ch/markets/quoine/btcinr",0,0,0,0,0,0,0,0,0,0,0,0
"84",95,"navbtc","nav","NAV Coin",FALSE,"https://api.cryptowat.ch/assets/nav","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/navbtc","poloniex","navbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/navbtc",0.00012015,403.7275,0.00012199,4028.073,0.00012013,47.004047,0.000122,10673.843,0.00012012,68.952545,0.00012243,394.63016
"85",96,"stratbtc","strat","Stratis",FALSE,"https://api.cryptowat.ch/assets/strat","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/stratbtc","poloniex","stratbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/stratbtc",0.00148589,6.435546,0.00149331,17.790539,0.00148398,11.747677,0.00150073,164.18234,0.00148324,1.0528704,0.00150075,6.2752113
"86",97,"btcjpy-biweekly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","jpy","Japanese Yen",TRUE,"https://api.cryptowat.ch/assets/jpy","https://api.cryptowat.ch/pairs/btcjpy-biweekly-futures","bitflyer","btcjpy-biweekly-futures",TRUE,"https://api.cryptowat.ch/markets/bitflyer/btcjpy-biweekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"87",99,"btcusd-quarterly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd-quarterly-futures","okcoin","btcusd-quarterly-futures",TRUE,"https://api.cryptowat.ch/markets/okcoin/btcusd-quarterly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"88",100,"ethgbp","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","gbp","British Pound",TRUE,"https://api.cryptowat.ch/assets/gbp","https://api.cryptowat.ch/pairs/ethgbp","kraken","ethgbp",TRUE,"https://api.cryptowat.ch/markets/kraken/ethgbp",0,0,0,0,0,0,0,0,0,0,0,0
"89",101,"gnoeur","gno","Gnosis",FALSE,"https://api.cryptowat.ch/assets/gno","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/gnoeur","kraken","gnoeur",TRUE,"https://api.cryptowat.ch/markets/kraken/gnoeur",0,0,0,0,0,0,0,0,0,0,0,0
"90",102,"repjpy","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","jpy","Japanese Yen",TRUE,"https://api.cryptowat.ch/assets/jpy","https://api.cryptowat.ch/pairs/repjpy","kraken","repjpy",TRUE,"https://api.cryptowat.ch/markets/kraken/repjpy",0,0,0,0,0,0,0,0,0,0,0,0
"91",104,"ltccny-weekly-futures","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/ltccny-weekly-futures","bitvc","ltccny-weekly-futures",TRUE,"https://api.cryptowat.ch/markets/bitvc/ltccny-weekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"92",105,"xbt-perpetual-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/xbt-perpetual-futures","bitmex","xbt-perpetual-futures",TRUE,"https://api.cryptowat.ch/markets/bitmex/xbt-perpetual-futures",0,0,0,0,0,0,0,0,0,0,0,0
"93",106,"etckrw","etc","Ethereum Classic",FALSE,"https://api.cryptowat.ch/assets/etc","krw","South Korean Won",TRUE,"https://api.cryptowat.ch/assets/krw","https://api.cryptowat.ch/pairs/etckrw","bithumb","etckrw",TRUE,"https://api.cryptowat.ch/markets/bithumb/etckrw",0,0,0,0,0,0,0,0,0,0,0,0
"94",107,"omgusd","omg","OmiseGo",FALSE,"https://api.cryptowat.ch/assets/omg","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/omgusd","bitfinex","omgusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/omgusd",0,0,0,0,0,0,0,0,0,0,0,0
"95",108,"omgeth","omg","OmiseGo",FALSE,"https://api.cryptowat.ch/assets/omg","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/omgeth","bitfinex","omgeth",TRUE,"https://api.cryptowat.ch/markets/bitfinex/omgeth",0.025311,39.930244,0.02546,7,0.025301,11.976694,0.02547,2.738585,0.0253,5.1297264,0.0255,2.192962
"96",109,"btcsgd","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","sgd","Singapore Dollar",TRUE,"https://api.cryptowat.ch/assets/sgd","https://api.cryptowat.ch/pairs/btcsgd","quoine","btcsgd",TRUE,"https://api.cryptowat.ch/markets/quoine/btcsgd",0,0,0,0,0,0,0,0,0,0,0,0
"97",110,"btccny","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/btccny","quoine","btccny",TRUE,"https://api.cryptowat.ch/markets/quoine/btccny",0,0,0,0,0,0,0,0,0,0,0,0
"98",111,"btccny","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/btccny","okcoin","btccny",TRUE,"https://api.cryptowat.ch/markets/okcoin/btccny",0,0,0,0,0,0,0,0,0,0,0,0
"99",112,"btccny","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/btccny","btc-china","btccny",TRUE,"https://api.cryptowat.ch/markets/btc-china/btccny",0,0,0,0,0,0,0,0,0,0,0,0
"100",113,"btccny","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/btccny","huobi","btccny",TRUE,"https://api.cryptowat.ch/markets/huobi/btccny",0,0,0,0,0,0,0,0,0,0,0,0
"101",114,"bcuusd","bcu","Bitcoin Unlimited Token",FALSE,"https://api.cryptowat.ch/assets/bcu","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/bcuusd","bitfinex","bcuusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bcuusd",0,0,0,0,0,0,0,0,0,0,0,0
