"","X","id","base.id","base.name","base.fiat","base.route","quote.id","quote.name","quote.fiat","quote.route","route","markets.exchange","markets.pair","markets.active","markets.route","bid.price1","bid.size1","ask.price1","ask.size1","bid.price2","bid.size2","ask.price2","ask.size2","bid.price3","bid.size3","ask.price3","ask.size3"
"102",115,"ioteth","iot","IOTA",FALSE,"https://api.cryptowat.ch/assets/iot","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/ioteth","bitfinex","ioteth",TRUE,"https://api.cryptowat.ch/markets/bitfinex/ioteth",0.002234,4869.7925,0.002251,741,0.0022321,2614.5461,0.00226,50,0.002231,10,0.0022637,1.1
"103",116,"btccad","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","cad","Canadian dollar",TRUE,"https://api.cryptowat.ch/assets/cad","https://api.cryptowat.ch/pairs/btccad","kraken","btccad",TRUE,"https://api.cryptowat.ch/markets/kraken/btccad",0,0,0,0,0,0,0,0,0,0,0,0
"104",118,"ethjpy","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","jpy","Japanese Yen",TRUE,"https://api.cryptowat.ch/assets/jpy","https://api.cryptowat.ch/pairs/ethjpy","kraken","ethjpy",TRUE,"https://api.cryptowat.ch/markets/kraken/ethjpy",0,0,0,0,0,0,0,0,0,0,0,0
"105",119,"ethjpy","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","jpy","Japanese Yen",TRUE,"https://api.cryptowat.ch/assets/jpy","https://api.cryptowat.ch/pairs/ethjpy","quoine","ethjpy",TRUE,"https://api.cryptowat.ch/markets/quoine/ethjpy",0,0,0,0,0,0,0,0,0,0,0,0
"106",120,"dashbtc","dash","Dash",FALSE,"https://api.cryptowat.ch/assets/dash","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/dashbtc","bitfinex","dashbtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/dashbtc",0.079436,91.055,0.080045,3.864,0.079435,44.9165,0.08005,4.31442,0.079434,4.991,0.080058,13.7667
"107",121,"dashbtc","dash","Dash",FALSE,"https://api.cryptowat.ch/assets/dash","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/dashbtc","kraken","dashbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/dashbtc",0.080221,2.179,0.080328,0.036,0.08022,0.037,0.080998,7.441,0.080028,4.19,0.080999,64
"108",123,"dashbtc","dash","Dash",FALSE,"https://api.cryptowat.ch/assets/dash","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/dashbtc","poloniex","dashbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/dashbtc",0.07956618,0.01014228,0.079799,0.30578122,0.07955,0.0176,0.07987209,0.53739,0.07939665,0.298,0.08,1.3101897
"109",124,"bccbtc","bcc","Bitcoin Core Token",FALSE,"https://api.cryptowat.ch/assets/bcc","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/bccbtc","bitfinex","bccbtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bccbtc",0.8401,0.05,0.9,2.231407,0.833,0.02,0.90352,0.01033885,0.82,0.01,0.91674,0.019
"110",125,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","bitfinex","ltcusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"111",126,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","gdax","ltcusd",TRUE,"https://api.cryptowat.ch/markets/gdax/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"112",127,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","bitstamp","ltcusd",TRUE,"https://api.cryptowat.ch/markets/bitstamp/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"113",128,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","kraken","ltcusd",TRUE,"https://api.cryptowat.ch/markets/kraken/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"114",131,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","cexio","ltcusd",TRUE,"https://api.cryptowat.ch/markets/cexio/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"115",132,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","okcoin","ltcusd",TRUE,"https://api.cryptowat.ch/markets/okcoin/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"116",133,"ltcusd","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd","poloniex","ltcusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/ltcusd",0,0,0,0,0,0,0,0,0,0,0,0
"117",134,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","bitfinex","ethusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"118",135,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","gdax","ethusd",TRUE,"https://api.cryptowat.ch/markets/gdax/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"119",136,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","bitstamp","ethusd",TRUE,"https://api.cryptowat.ch/markets/bitstamp/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"120",137,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","kraken","ethusd",TRUE,"https://api.cryptowat.ch/markets/kraken/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"121",140,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","gemini","ethusd",TRUE,"https://api.cryptowat.ch/markets/gemini/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"122",141,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","quoine","ethusd",TRUE,"https://api.cryptowat.ch/markets/quoine/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"123",142,"ethusd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ethusd","poloniex","ethusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/ethusd",0,0,0,0,0,0,0,0,0,0,0,0
"124",143,"ethkrw","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","krw","South Korean Won",TRUE,"https://api.cryptowat.ch/assets/krw","https://api.cryptowat.ch/pairs/ethkrw","bithumb","ethkrw",TRUE,"https://api.cryptowat.ch/markets/bithumb/ethkrw",0,0,0,0,0,0,0,0,0,0,0,0
"125",144,"mlneth","mln","Melonport",FALSE,"https://api.cryptowat.ch/assets/mln","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/mlneth","kraken","mlneth",TRUE,"https://api.cryptowat.ch/markets/kraken/mlneth",0.2221,9.098,0.22497,3.38,0.22201,1.342,0.225,46.046,0.21936,5.406,0.22733,3.87
"126",145,"repusd","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/repusd","kraken","repusd",TRUE,"https://api.cryptowat.ch/markets/kraken/repusd",0,0,0,0,0,0,0,0,0,0,0,0
"127",146,"repusd","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/repusd","poloniex","repusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/repusd",0,0,0,0,0,0,0,0,0,0,0,0
"128",147,"btcphp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","php","Philippine Peso",TRUE,"https://api.cryptowat.ch/assets/php","https://api.cryptowat.ch/pairs/btcphp","quoine","btcphp",TRUE,"https://api.cryptowat.ch/markets/quoine/btcphp",0,0,0,0,0,0,0,0,0,0,0,0
"129",148,"btccny-quarterly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/btccny-quarterly-futures","bitvc","btccny-quarterly-futures",TRUE,"https://api.cryptowat.ch/markets/bitvc/btccny-quarterly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"130",149,"btcjpy-weekly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","jpy","Japanese Yen",TRUE,"https://api.cryptowat.ch/assets/jpy","https://api.cryptowat.ch/pairs/btcjpy-weekly-futures","bitflyer","btcjpy-weekly-futures",TRUE,"https://api.cryptowat.ch/markets/bitflyer/btcjpy-weekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"131",150,"btcusd-weekly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd-weekly-futures","okcoin","btcusd-weekly-futures",TRUE,"https://api.cryptowat.ch/markets/okcoin/btcusd-weekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"132",152,"btcusd-biweekly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/btcusd-biweekly-futures","okcoin","btcusd-biweekly-futures",TRUE,"https://api.cryptowat.ch/markets/okcoin/btcusd-biweekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"133",153,"xbt-monthly-futures","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/xbt-monthly-futures","bitmex","xbt-monthly-futures",TRUE,"https://api.cryptowat.ch/markets/bitmex/xbt-monthly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"134",154,"lskbtc","lsk","Lisk",FALSE,"https://api.cryptowat.ch/assets/lsk","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/lskbtc","poloniex","lskbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/lskbtc",0.0013202,0.17440005,0.00132676,10.39096,0.00132017,82.57687,0.00132677,1291.7092,0.00132016,0.17407285,0.00132731,51.109375
"135",155,"bfxusd","bfx","BFX",FALSE,"https://api.cryptowat.ch/assets/bfx","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/bfxusd","bitfinex","bfxusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bfxusd",0,0,0,0,0,0,0,0,0,0,0,0
"136",156,"etceth","etc","Ethereum Classic",FALSE,"https://api.cryptowat.ch/assets/etc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/etceth","kraken","etceth",TRUE,"https://api.cryptowat.ch/markets/kraken/etceth",0.04320103,6.09,0.04346877,49.94,0.04320001,0.675,0.04346878,21.64,0.0432,0.4,0.04346879,12.188
"137",157,"etceth","etc","Ethereum Classic",FALSE,"https://api.cryptowat.ch/assets/etc","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/etceth","poloniex","etceth",TRUE,"https://api.cryptowat.ch/markets/poloniex/etceth",0.04296349,2.821804,0.04359884,754.467,0.04294007,0.01529016,0.04359885,2160.509,0.04270981,696.969,0.04359886,35.51598
"138",158,"gnousd","gno","Gnosis",FALSE,"https://api.cryptowat.ch/assets/gno","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/gnousd","kraken","gnousd",TRUE,"https://api.cryptowat.ch/markets/kraken/gnousd",0,0,0,0,0,0,0,0,0,0,0,0
"139",159,"ethhkd","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","hkd","Hong Kong Dollar",TRUE,"https://api.cryptowat.ch/assets/hkd","https://api.cryptowat.ch/pairs/ethhkd","quoine","ethhkd",TRUE,"https://api.cryptowat.ch/markets/quoine/ethhkd",0,0,0,0,0,0,0,0,0,0,0,0
"140",160,"dashkrw","dash","Dash",FALSE,"https://api.cryptowat.ch/assets/dash","krw","South Korean Won",TRUE,"https://api.cryptowat.ch/assets/krw","https://api.cryptowat.ch/pairs/dashkrw","bithumb","dashkrw",TRUE,"https://api.cryptowat.ch/markets/bithumb/dashkrw",0,0,0,0,0,0,0,0,0,0,0,0
"141",161,"repeur","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/repeur","kraken","repeur",TRUE,"https://api.cryptowat.ch/markets/kraken/repeur",0,0,0,0,0,0,0,0,0,0,0,0
"142",162,"strusd","str","Stellar",FALSE,"https://api.cryptowat.ch/assets/str","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/strusd","kraken","strusd",TRUE,"https://api.cryptowat.ch/markets/kraken/strusd",0,0,0,0,0,0,0,0,0,0,0,0
"143",163,"strusd","str","Stellar",FALSE,"https://api.cryptowat.ch/assets/str","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/strusd","poloniex","strusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/strusd",0,0,0,0,0,0,0,0,0,0,0,0
"144",164,"btcaud","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","aud","Australian Dollar",TRUE,"https://api.cryptowat.ch/assets/aud","https://api.cryptowat.ch/pairs/btcaud","quoine","btcaud",TRUE,"https://api.cryptowat.ch/markets/quoine/btcaud",0,0,0,0,0,0,0,0,0,0,0,0
"145",165,"btcaud","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","aud","Australian Dollar",TRUE,"https://api.cryptowat.ch/assets/aud","https://api.cryptowat.ch/pairs/btcaud","bitsquare","btcaud",TRUE,"https://api.cryptowat.ch/markets/bitsquare/btcaud",0,0,0,0,0,0,0,0,0,0,0,0
"146",166,"ltccny","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/ltccny","okcoin","ltccny",TRUE,"https://api.cryptowat.ch/markets/okcoin/ltccny",0,0,0,0,0,0,0,0,0,0,0,0
"147",167,"ltccny","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/ltccny","btc-china","ltccny",TRUE,"https://api.cryptowat.ch/markets/btc-china/ltccny",0,0,0,0,0,0,0,0,0,0,0,0
"148",168,"ltccny","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","cny","Chinese yuan",TRUE,"https://api.cryptowat.ch/assets/cny","https://api.cryptowat.ch/pairs/ltccny","huobi","ltccny",TRUE,"https://api.cryptowat.ch/markets/huobi/ltccny",0,0,0,0,0,0,0,0,0,0,0,0
"149",169,"xrpusd","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/xrpusd","bitfinex","xrpusd",TRUE,"https://api.cryptowat.ch/markets/bitfinex/xrpusd",0,0,0,0,0,0,0,0,0,0,0,0
"150",170,"xrpusd","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/xrpusd","bitstamp","xrpusd",TRUE,"https://api.cryptowat.ch/markets/bitstamp/xrpusd",0,0,0,0,0,0,0,0,0,0,0,0
"151",171,"xrpusd","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/xrpusd","kraken","xrpusd",TRUE,"https://api.cryptowat.ch/markets/kraken/xrpusd",0,0,0,0,0,0,0,0,0,0,0,0
"152",172,"xrpusd","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/xrpusd","poloniex","xrpusd",TRUE,"https://api.cryptowat.ch/markets/poloniex/xrpusd",0,0,0,0,0,0,0,0,0,0,0,0
"153",173,"btceur","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/btceur","gdax","btceur",TRUE,"https://api.cryptowat.ch/markets/gdax/btceur",0,0,0,0,0,0,0,0,0,0,0,0
"154",174,"btceur","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/btceur","bitstamp","btceur",TRUE,"https://api.cryptowat.ch/markets/bitstamp/btceur",0,0,0,0,0,0,0,0,0,0,0,0
"155",175,"btceur","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/btceur","kraken","btceur",TRUE,"https://api.cryptowat.ch/markets/kraken/btceur",0,0,0,0,0,0,0,0,0,0,0,0
"156",178,"btceur","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/btceur","cexio","btceur",TRUE,"https://api.cryptowat.ch/markets/cexio/btceur",0,0,0,0,0,0,0,0,0,0,0,0
"157",179,"btceur","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/btceur","quoine","btceur",TRUE,"https://api.cryptowat.ch/markets/quoine/btceur",0,0,0,0,0,0,0,0,0,0,0,0
"158",180,"btceur","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/btceur","bitsquare","btceur",TRUE,"https://api.cryptowat.ch/markets/bitsquare/btceur",0,0,0,0,0,0,0,0,0,0,0,0
"159",181,"eoseth","eos","EOS",FALSE,"https://api.cryptowat.ch/assets/eos","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/eoseth","bitfinex","eoseth",TRUE,"https://api.cryptowat.ch/markets/bitfinex/eoseth",0.00361,1942.5653,0.0036279,6.2852874,0.0036092,211.97835,0.003628,6.2852874,0.0036091,2600.2,0.0036281,7.941976
"160",182,"eoseth","eos","EOS",FALSE,"https://api.cryptowat.ch/assets/eos","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/eoseth","kraken","eoseth",TRUE,"https://api.cryptowat.ch/markets/kraken/eoseth",0.003561,45.616,0.003592,54.67,0.00356,157.128,0.003593,138.746,0.00355,150,0.003595,60.042
"161",183,"ethcad","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","cad","Canadian dollar",TRUE,"https://api.cryptowat.ch/assets/cad","https://api.cryptowat.ch/pairs/ethcad","kraken","ethcad",TRUE,"https://api.cryptowat.ch/markets/kraken/ethcad",0,0,0,0,0,0,0,0,0,0,0,0
"162",184,"ltcusd-weekly-futures","ltc","Litecoin",FALSE,"https://api.cryptowat.ch/assets/ltc","usd","United States dollar",TRUE,"https://api.cryptowat.ch/assets/usd","https://api.cryptowat.ch/pairs/ltcusd-weekly-futures","okcoin","ltcusd-weekly-futures",TRUE,"https://api.cryptowat.ch/markets/okcoin/ltcusd-weekly-futures",0,0,0,0,0,0,0,0,0,0,0,0
"163",186,"bcubtc","bcu","Bitcoin Unlimited Token",FALSE,"https://api.cryptowat.ch/assets/bcu","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/bcubtc","bitfinex","bcubtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/bcubtc",0.11,0.1108927,0.134,6.219779,0.102,14.803921,0.135,5,0.1,0.1,0.13799,0.08
"164",187,"xrpbtc","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xrpbtc","bitfinex","xrpbtc",TRUE,"https://api.cryptowat.ch/markets/bitfinex/xrpbtc",4.856e-05,6185.4214,4.875e-05,8040.666,4.848e-05,15961.337,4.876e-05,800,4.847e-05,3003.1519,4.878e-05,64227.164
"165",188,"xrpbtc","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xrpbtc","bitstamp","xrpbtc",TRUE,"https://api.cryptowat.ch/markets/bitstamp/xrpbtc",4.855e-05,19007.945,4.868e-05,516.3682,4.85e-05,653,4.877e-05,1111.3381,4.849e-05,1812.1003,4.88e-05,516.3682
"166",189,"xrpbtc","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xrpbtc","kraken","xrpbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/xrpbtc",4.891e-05,283.486,4.9e-05,681.238,4.867e-05,4566.996,4.919e-05,0.001,4.866e-05,3305.564,4.924e-05,18779.984
"167",190,"xrpbtc","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xrpbtc","qryptos","xrpbtc",TRUE,"https://api.cryptowat.ch/markets/qryptos/xrpbtc",3.5e-05,1087,8e-05,21.9,3e-05,8300,9e-05,175,0,0,0,0
"168",191,"xrpbtc","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/xrpbtc","poloniex","xrpbtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/xrpbtc",4.866e-05,2493.75,4.867e-05,20437.227,4.856e-05,3413.0757,4.868e-05,8973.957,4.852e-05,3599.098,4.87e-05,278.91187
"169",192,"xrpkrw","xrp","Ripple",FALSE,"https://api.cryptowat.ch/assets/xrp","krw","South Korean Won",TRUE,"https://api.cryptowat.ch/assets/krw","https://api.cryptowat.ch/pairs/xrpkrw","bithumb","xrpkrw",TRUE,"https://api.cryptowat.ch/markets/bithumb/xrpkrw",0,0,0,0,0,0,0,0,0,0,0,0
"170",193,"gnobtc","gno","Gnosis",FALSE,"https://api.cryptowat.ch/assets/gno","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/gnobtc","kraken","gnobtc",TRUE,"https://api.cryptowat.ch/markets/kraken/gnobtc",0.039699,6.094,0.040127,3.221,0.039072,7.601,0.0402,70.527,0.039071,8,0.040434,0.126
"171",194,"gnobtc","gno","Gnosis",FALSE,"https://api.cryptowat.ch/assets/gno","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/gnobtc","poloniex","gnobtc",TRUE,"https://api.cryptowat.ch/markets/poloniex/gnobtc",0.03977003,0.15270305,0.04017538,5.8538055,0.03977002,0.21730086,0.0401754,0.46324328,0.03977001,0.46657336,0.04017549,0.42556408
"172",195,"gnoeth","gno","Gnosis",FALSE,"https://api.cryptowat.ch/assets/gno","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/gnoeth","kraken","gnoeth",TRUE,"https://api.cryptowat.ch/markets/kraken/gnoeth",0.47798,2.481,0.507204,7.296,0.477931,7.242,0.507205,0.7,0.477929,0.202,0.507207,1.974
"173",196,"gnoeth","gno","Gnosis",FALSE,"https://api.cryptowat.ch/assets/gno","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/gnoeth","poloniex","gnoeth",TRUE,"https://api.cryptowat.ch/markets/poloniex/gnoeth",0.48251373,0.15270153,0.5120061,7.04,0.48250893,6.939,0.5120069,5.7903557,0.4825089,1.96,0.51204515,0.00624834
"174",197,"zeceur","zec","ZEC",FALSE,"https://api.cryptowat.ch/assets/zec","eur","euro",TRUE,"https://api.cryptowat.ch/assets/eur","https://api.cryptowat.ch/pairs/zeceur","kraken","zeceur",TRUE,"https://api.cryptowat.ch/markets/kraken/zeceur",0,0,0,0,0,0,0,0,0,0,0,0
"175",198,"bchsgd","bch","Bitcoin Cash",FALSE,"https://api.cryptowat.ch/assets/bch","sgd","Singapore Dollar",TRUE,"https://api.cryptowat.ch/assets/sgd","https://api.cryptowat.ch/pairs/bchsgd","quoine","bchsgd",TRUE,"https://api.cryptowat.ch/markets/quoine/bchsgd",0,0,0,0,0,0,0,0,0,0,0,0
"176",199,"mlnbtc","mln","Melonport",FALSE,"https://api.cryptowat.ch/assets/mln","btc","Bitcoin",FALSE,"https://api.cryptowat.ch/assets/btc","https://api.cryptowat.ch/pairs/mlnbtc","kraken","mlnbtc",TRUE,"https://api.cryptowat.ch/markets/kraken/mlnbtc",0.018015,5.295,0.018218,10.999,0.018014,0.276,0.018223,4.22,0.017743,1.2,0.018238,1.978
"177",200,"repeth","rep","Augur",FALSE,"https://api.cryptowat.ch/assets/rep","eth","Ethereum",FALSE,"https://api.cryptowat.ch/assets/eth","https://api.cryptowat.ch/pairs/repeth","kraken","repeth",TRUE,"https://api.cryptowat.ch/markets/kraken/repeth",0.06775,9.056,0.0693,30.187,0.06774,82.005,0.06931,2.266,0.06773,3.576,0.06933,4.306
